county,instance_id,num_customers,seed,q,parking_time_config,solver,status,objective,weighted_value,runtime,variables,constraints,num_open_parking,open_parking,route,driving_time,parking_time,walking_time,loading_time,num_service_sets,service_sets
Adams,1,50,42,3,5.0,TwoEchelon_CBC,OK,266.4255,,0.0,3012,2941,16,"[3, 5, 6, 7, 11, 13, 15, 16, 22, 26, 27, 30, 32, 35, 36, 37]","[0, 22, 16, 11, 3, 32, 35, 13, 15, 7, 36, 27, 37, 5, 26, 30, 6, 0]",19.053666666666665,80.0,62.371833333333335,105.0,33,"[(3, (3,)), (3, (20, 41)), (3, (31, 50)), (5, (5, 10)), (6, (6,)), (6, (44,)), (6, (19, 43)), (7, (7,)), (11, (11,)), (11, (23, 39)), (11, (12, 14, 49)), (13, (13, 46)), (15, (9,)), (15, (15,)), (15, (29,)), (16, (16, 21)), (22, (22, 42)), (26, (1, 26)), (27, (27,)), (27, (2, 48)), (27, (33, 40)), (30, (30, 34)), (32, (32,)), (32, (8, 28)), (35, (35,)), (35, (38,)), (35, (17, 47)), (36, (4,)), (36, (25,)), (36, (36,)), (37, (37,)), (37, (45,)), (37, (18, 24))]"
